2020-05-08;54770
2020-05-07;54076
2020-05-06;53022
2020-05-05;51803
2020-05-04;50438
2020-05-03;49973
2020-05-02;49751
2020-05-01;49300
2020-04-30;48572
2020-04-29;47338
2020-04-28;45997
2020-04-27;44733
2020-04-26;44125
2020-04-25;43816
2020-04-24;42715
2020-04-23;41414
2020-04-22;39988
2020-04-21;38543
2020-04-20;36782
2020-04-19;35973
2020-04-18;35379
2020-04-17;33834
2020-04-16;32297
2020-04-15;30440
2020-04-14;28512
2020-04-13;27718
2020-04-12;27186
2020-04-11;26391
2020-04-10;24932
2020-04-09;23206
2020-04-08;21254
2020-04-07;19337
2020-04-06;17250
2020-04-05;16183
2020-04-04;15438
2020-04-03;14008
2020-04-02;12428
2020-04-01;10934
2020-03-31;9444
2020-03-30;7927
2020-03-29;7202
2020-03-28;5700
2020-03-27;5700
2020-03-26;4948
2020-03-25;3900
2020-03-24;3243
2020-03-23;2200
2020-03-22;2200
2020-03-21;12
2020-03-20;12
2020-03-19;12
2020-03-18;12
2020-03-17;12
2020-03-16;12
2020-03-15;12
2020-03-14;12
2020-03-13;12
2020-03-12;12
2020-03-11;12
2020-03-10;12
2020-03-09;12
2020-03-08;12
2020-03-07;12
2020-03-06;12
2020-03-05;12
2020-03-04;12
2020-03-03;12
2020-03-02;12
2020-03-01;12
