2020-05-08;83837
2020-05-07;82744
2020-05-06;81587
2020-05-05;80475
2020-05-04;79379
2020-05-03;78422
2020-05-02;77350
2020-05-01;76318
2020-04-30;75103
2020-04-29;73791
2020-04-28;72439
2020-04-27;70933
2020-04-26;69657
2020-04-25;68193
2020-04-24;66599
2020-04-23;64843
2020-04-22;63113
2020-04-21;60965
2020-04-20;59273
2020-04-19;57023
2020-04-18;55987
2020-04-17;54064
2020-04-16;52229
2020-04-15;49933
2020-04-14;48129
2020-04-13;45983
2020-04-12;43894
2020-04-11;41947
2020-04-10;35465
2020-04-09;32309
2020-04-08;29812
2020-04-07;27039
2020-04-06;24236
2020-04-05;19736
2020-04-04;19736
2020-04-03;17935
2020-04-02;16711
2020-04-01;15473
2020-03-31;14656
2020-03-30;13911
2020-03-29;12391
2020-03-28;11679
2020-03-27;11133
2020-03-26;10457
2020-03-25;9625
2020-03-24;8913
2020-03-23;7931
2020-03-22;7931
2020-03-21;7635
2020-03-20;6745
2020-03-19;5710
2020-03-18;5389
2020-03-17;5389
2020-03-16;4590
2020-03-15;4590
2020-03-14;2959
2020-03-13;2959
2020-03-12;2959
2020-03-11;2959
2020-03-10;2731
2020-03-09;2394
2020-03-08;2134
2020-03-07;1669
2020-03-06;913
2020-03-05;739
2020-03-04;552
2020-03-03;291
2020-03-02;291
2020-03-01;175
